video-id,name,year,lang,gender,screentime
38,DHULOKONA,2021,BENGALI,male,0.16539369100844512
38,DHULOKONA,2021,BENGALI,female,0.8346063089915549
39,MON PHAGUN,2022,BENGALI,male,0.39577279539962684
39,MON PHAGUN,2022,BENGALI,female,0.6042272046003732
40,MON PHAGUN,2022,BENGALI,male,0.48968342074034377
40,MON PHAGUN,2022,BENGALI,female,0.5103165792596562
41,MON PHAGUN,2022,BENGALI,male,0.5503725718223715
41,MON PHAGUN,2022,BENGALI,female,0.44962742817762846
42,MON PHAGUN,2022,BENGALI,male,0.5191254781369534
42,MON PHAGUN,2022,BENGALI,female,0.4808745218630466
43,MON PHAGUN,2022,BENGALI,male,0.42349367547717276
43,MON PHAGUN,2022,BENGALI,female,0.5765063245228272
44,Baba Aiso Varr Dhoondo,2020,HINDI,male,0.44454490657022305
44,Baba Aiso Varr Dhoondo,2020,HINDI,female,0.555455093429777
45,Baba Aiso Varr Dhoondo,2020,HINDI,male,0.41124057573680606
45,Baba Aiso Varr Dhoondo,2020,HINDI,female,0.5887594242631939
46,Baba Aiso Varr Dhoondo,2020,HINDI,male,0.12
46,Baba Aiso Varr Dhoondo,2020,HINDI,female,0.88
47,Baba Aiso Varr Dhoondo,2020,HINDI,male,0.2909358067774819
47,Baba Aiso Varr Dhoondo,2020,HINDI,female,0.7090641932225181
48,Baba Aiso Varr Dhoondo,2020,HINDI,male,0.32457059914523023
48,Baba Aiso Varr Dhoondo,2020,HINDI,female,0.6754294008547698
49,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,male,0.2465506898620276
49,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,female,0.7534493101379725
50,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,male,0.37956155594171903
50,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,female,0.620438444058281
51,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,male,0.35646923519263946
51,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,female,0.6435307648073606
52,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,male,0.3572138907673336
52,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,female,0.6427861092326663
53,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,male,0.21592839409381942
53,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,female,0.7840716059061806
54,SHAADI MUBARAK,2021,HINDI,male,0.33241281870143213
54,SHAADI MUBARAK,2021,HINDI,female,0.6675871812985679
55,SHAADI MUBARAK,2021,HINDI,male,0.3294394138383908
55,SHAADI MUBARAK,2021,HINDI,female,0.6705605861616092
56,SHAADI MUBARAK,2021,HINDI,male,0.44765639825415904
56,SHAADI MUBARAK,2021,HINDI,female,0.552343601745841
57,SHAADI MUBARAK,2021,HINDI,male,0.28293605751040485
57,SHAADI MUBARAK,2021,HINDI,female,0.7170639424895952
58,SHAADI MUBARAK,2021,HINDI,male,0.2360377882745207
58,SHAADI MUBARAK,2021,HINDI,female,0.7639622117254793
59,IMLIE,2021,HINDI,male,0.38889353866755944
59,IMLIE,2021,HINDI,female,0.6111064613324406
60,IMLIE,2021,HINDI,male,0.4088233886788842
60,IMLIE,2021,HINDI,female,0.5911766113211159
61,IMLIE,2021,HINDI,male,0.38124423355740084
61,IMLIE,2021,HINDI,female,0.6187557664425992
62,IMLIE,2021,HINDI,male,0.3072593371909521
62,IMLIE,2021,HINDI,female,0.6927406628090479
63,IMLIE,2021,HINDI,male,0.4417950121178954
63,IMLIE,2021,HINDI,female,0.5582049878821046
64,YEH HAI CHAHATEIN,2022,HINDI,male,0.4214533646848057
64,YEH HAI CHAHATEIN,2022,HINDI,female,0.5785466353151942
65,YEH HAI CHAHATEIN,2022,HINDI,male,0.547786652226885
65,YEH HAI CHAHATEIN,2022,HINDI,female,0.45221334777311495
66,YEH HAI CHAHATEIN,2022,HINDI,male,0.5025872039934255
66,YEH HAI CHAHATEIN,2022,HINDI,female,0.49741279600657456
67,YEH HAI CHAHATEIN,2022,HINDI,male,0.45518648018648017
67,YEH HAI CHAHATEIN,2022,HINDI,female,0.5448135198135198
68,YEH HAI CHAHATEIN,2022,HINDI,male,0.6586386182991693
68,YEH HAI CHAHATEIN,2022,HINDI,female,0.3413613817008307
69,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,male,0.38221203303647533
69,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,female,0.6177879669635247
70,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,male,0.4644580735974261
70,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,female,0.5355419264025739
71,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,male,0.41165808051898495
71,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,female,0.5883419194810151
72,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,male,0.351967417723182
72,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,female,0.6480325822768179
73,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,male,0.3960194713167786
73,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,female,0.6039805286832214
74,ANUPAMAA,2022,HINDI,male,0.4216116248348745
74,ANUPAMAA,2022,HINDI,female,0.5783883751651255
75,ANUPAMAA,2022,HINDI,male,0.46422131147540985
75,ANUPAMAA,2022,HINDI,female,0.5357786885245902
76,ANUPAMAA,2022,HINDI,male,0.5322734499205087
76,ANUPAMAA,2022,HINDI,female,0.46772655007949127
77,ANUPAMAA,2022,HINDI,male,0.49970514126413984
77,ANUPAMAA,2022,HINDI,female,0.5002948587358602
78,ANUPAMAA,2022,HINDI,male,0.4597571307540243
78,ANUPAMAA,2022,HINDI,female,0.5402428692459758
79,PANDYA STORE,2022,HINDI,male,0.5016997523817518
79,PANDYA STORE,2022,HINDI,female,0.4983002476182482
80,PANDYA STORE,2022,HINDI,male,0.5856911883589329
80,PANDYA STORE,2022,HINDI,female,0.4143088116410671
81,PANDYA STORE,2022,HINDI,male,0.5612105832040979
81,PANDYA STORE,2022,HINDI,female,0.43878941679590205
82,PANDYA STORE,2022,HINDI,male,0.49332845914823614
82,PANDYA STORE,2022,HINDI,female,0.5066715408517638
83,PANDYA STORE,2022,HINDI,male,0.5635686984510159
83,PANDYA STORE,2022,HINDI,female,0.43643130154898413
84,BANNI CHOW HOME DELIVERY,2022,HINDI,male,0.581901147170455
84,BANNI CHOW HOME DELIVERY,2022,HINDI,female,0.41809885282954495
85,BANNI CHOW HOME DELIVERY,2022,HINDI,male,0.4710628692185774
85,BANNI CHOW HOME DELIVERY,2022,HINDI,female,0.5289371307814226
86,BANNI CHOW HOME DELIVERY,2022,HINDI,male,0.5708371443700958
86,BANNI CHOW HOME DELIVERY,2022,HINDI,female,0.4291628556299042
87,BANNI CHOW HOME DELIVERY,2022,HINDI,male,0.45169340463458113
87,BANNI CHOW HOME DELIVERY,2022,HINDI,female,0.5483065953654189
88,BANNI CHOW HOME DELIVERY,2022,HINDI,male,0.48639786252125333
88,BANNI CHOW HOME DELIVERY,2022,HINDI,female,0.5136021374787466
89,ZINDAGI MERE GHAR AANA,2022,HINDI,male,0.5150273224043715
89,ZINDAGI MERE GHAR AANA,2022,HINDI,female,0.4849726775956284
90,PANDIAN STORES,2020,TAMIL,male,0.4931160348360656
90,PANDIAN STORES,2020,TAMIL,female,0.5068839651639344
91,PANDIAN STORES,2020,TAMIL,male,0.39184159595057316
91,PANDIAN STORES,2020,TAMIL,female,0.6081584040494268
92,PANDIAN STORES,2020,TAMIL,male,0.5798235183678578
92,PANDIAN STORES,2020,TAMIL,female,0.42017648163214216
93,PANDIAN STORES,2020,TAMIL,male,0.5234044982303916
93,PANDIAN STORES,2020,TAMIL,female,0.4765955017696084
94,PANDIAN STORES,2020,TAMIL,male,0.45962762196559037
94,PANDIAN STORES,2020,TAMIL,female,0.5403723780344096
95,PANDIAN STORES,2022,TAMIL,male,0.18411313772138516
95,PANDIAN STORES,2022,TAMIL,female,0.8158868622786148
96,PANDIAN STORES,2022,TAMIL,male,0.15607611840640997
96,PANDIAN STORES,2022,TAMIL,female,0.84392388159359
97,PANDIAN STORES,2022,TAMIL,male,0.395097738204892
97,PANDIAN STORES,2022,TAMIL,female,0.604902261795108
98,PANDIAN STORES,2022,TAMIL,male,0.5718131243644194
98,PANDIAN STORES,2022,TAMIL,female,0.42818687563558055
99,PANDIAN STORES,2022,TAMIL,male,0.4882216113343201
99,PANDIAN STORES,2022,TAMIL,female,0.5117783886656798
100,Baakiyalakshmi,2022,TAMIL,male,0.23054523546540817
100,Baakiyalakshmi,2022,TAMIL,female,0.7694547645345918
101,Baakiyalakshmi,2022,TAMIL,male,0.34635686193334714
101,Baakiyalakshmi,2022,TAMIL,female,0.6536431380666529
102,Baakiyalakshmi,2022,TAMIL,male,0.33800450908447904
102,Baakiyalakshmi,2022,TAMIL,female,0.661995490915521
103,Baakiyalakshmi,2022,TAMIL,male,0.3918711656441718
103,Baakiyalakshmi,2022,TAMIL,female,0.6081288343558282
104,Baakiyalakshmi,2022,TAMIL,male,0.6363636363636364
104,Baakiyalakshmi,2022,TAMIL,female,0.36363636363636365
105,BHARATHI KANNAMMA,2022,TAMIL,male,0.5182742681047766
105,BHARATHI KANNAMMA,2022,TAMIL,female,0.48172573189522344
106,BHARATHI KANNAMMA,2022,TAMIL,male,0.41014698909435754
106,BHARATHI KANNAMMA,2022,TAMIL,female,0.5898530109056425
107,BHARATHI KANNAMMA,2022,TAMIL,male,0.3718768653534578
107,BHARATHI KANNAMMA,2022,TAMIL,female,0.6281231346465421
108,BHARATHI KANNAMMA,2022,TAMIL,male,0.4415903506812598
108,BHARATHI KANNAMMA,2022,TAMIL,female,0.5584096493187403
109,BHARATHI KANNAMMA,2022,TAMIL,male,0.669041859486748
109,BHARATHI KANNAMMA,2022,TAMIL,female,0.330958140513252
110,KARTHIKA DEEPAM,2019,TELUGU,male,0.2598690364826941
110,KARTHIKA DEEPAM,2019,TELUGU,female,0.7401309635173059
111,KARTHIKA DEEPAM,2019,TELUGU,male,0.212996010917489
111,KARTHIKA DEEPAM,2019,TELUGU,female,0.787003989082511
112,KARTHIKA DEEPAM,2019,TELUGU,male,0.0956726825266612
112,KARTHIKA DEEPAM,2019,TELUGU,female,0.9043273174733388
113,KARTHIKA DEEPAM,2019,TELUGU,male,0.21937321937321938
113,KARTHIKA DEEPAM,2019,TELUGU,female,0.7806267806267806
114,KARTHIKA DEEPAM,2019,TELUGU,male,0.2819608320155699
114,KARTHIKA DEEPAM,2019,TELUGU,female,0.7180391679844301
115,KARTHIKA DEEPAM,2020,TELUGU,male,0.4262126492601268
115,KARTHIKA DEEPAM,2020,TELUGU,female,0.5737873507398732
116,KARTHIKA DEEPAM,2020,TELUGU,male,0.4204972710733778
116,KARTHIKA DEEPAM,2020,TELUGU,female,0.5795027289266222
117,KARTHIKA DEEPAM,2020,TELUGU,male,0.47832130800291256
117,KARTHIKA DEEPAM,2020,TELUGU,female,0.5216786919970875
118,KARTHIKA DEEPAM,2020,TELUGU,male,0.33863765016667713
118,KARTHIKA DEEPAM,2020,TELUGU,female,0.6613623498333229
119,KARTHIKA DEEPAM,2020,TELUGU,male,0.3301357347950927
119,KARTHIKA DEEPAM,2020,TELUGU,female,0.6698642652049074
120,GUPPEDANTHA MANASU,2020,TELUGU,male,0.37365168539325844
120,GUPPEDANTHA MANASU,2020,TELUGU,female,0.6263483146067416
121,GUPPEDANTHA MANASU,2020,TELUGU,male,0.4857805031142871
121,GUPPEDANTHA MANASU,2020,TELUGU,female,0.5142194968857129
122,GUPPEDANTHA MANASU,2020,TELUGU,male,0.3806933684962365
122,GUPPEDANTHA MANASU,2020,TELUGU,female,0.6193066315037635
123,GUPPEDANTHA MANASU,2020,TELUGU,male,0.36963248696536816
123,GUPPEDANTHA MANASU,2020,TELUGU,female,0.6303675130346319
124,GUPPEDANTHA MANASU,2020,TELUGU,male,0.3020535714285714
124,GUPPEDANTHA MANASU,2020,TELUGU,female,0.6979464285714285
125,INTINTI GRUHALAKSHMI,2020,TELUGU,male,0.4093310348662626
125,INTINTI GRUHALAKSHMI,2020,TELUGU,female,0.5906689651337375
126,INTINTI GRUHALAKSHMI,2020,TELUGU,male,0.3492172323163067
126,INTINTI GRUHALAKSHMI,2020,TELUGU,female,0.6507827676836933
127,INTINTI GRUHALAKSHMI,2020,TELUGU,male,0.43127045522166024
127,INTINTI GRUHALAKSHMI,2020,TELUGU,female,0.5687295447783398
128,INTINTI GRUHALAKSHMI,2020,TELUGU,male,0.398591750321138
128,INTINTI GRUHALAKSHMI,2020,TELUGU,female,0.601408249678862
129,INTINTI GRUHALAKSHMI,2020,TELUGU,male,0.4009024524662441
129,INTINTI GRUHALAKSHMI,2020,TELUGU,female,0.5990975475337559
130,CHELLELI KAPURAM,2020,TELUGU,male,0.31747825104507965
130,CHELLELI KAPURAM,2020,TELUGU,female,0.6825217489549203
131,CHELLELI KAPURAM,2020,TELUGU,male,0.30504205674095897
131,CHELLELI KAPURAM,2020,TELUGU,female,0.694957943259041
132,CHELLELI KAPURAM,2020,TELUGU,male,0.2891688559828039
132,CHELLELI KAPURAM,2020,TELUGU,female,0.710831144017196
133,CHELLELI KAPURAM,2020,TELUGU,male,0.3961773984041566
133,CHELLELI KAPURAM,2020,TELUGU,female,0.6038226015958433
134,CHELLELI KAPURAM,2020,TELUGU,male,0.3600780464731272
134,CHELLELI KAPURAM,2020,TELUGU,female,0.6399219535268729
135,VADINAMMA,2020,TELUGU,male,0.30120776490147183
135,VADINAMMA,2020,TELUGU,female,0.6987922350985282
136,VADINAMMA,2020,TELUGU,male,0.42539587391977624
136,VADINAMMA,2020,TELUGU,female,0.5746041260802238
137,VADINAMMA,2020,TELUGU,male,0.5353475804470647
137,VADINAMMA,2020,TELUGU,female,0.4646524195529354
138,VADINAMMA,2020,TELUGU,male,0.35097813578826237
138,VADINAMMA,2020,TELUGU,female,0.6490218642117376
139,VADINAMMA,2020,TELUGU,male,0.4258456522544552
139,VADINAMMA,2020,TELUGU,female,0.5741543477455449
140,KARTHIKA DEEPAM,2021,TELUGU,male,0.3141178916727311
140,KARTHIKA DEEPAM,2021,TELUGU,female,0.6858821083272689
141,KARTHIKA DEEPAM,2021,TELUGU,male,0.44063358516483514
141,KARTHIKA DEEPAM,2021,TELUGU,female,0.5593664148351648
142,KARTHIKA DEEPAM,2021,TELUGU,male,0.3937209674835816
142,KARTHIKA DEEPAM,2021,TELUGU,female,0.6062790325164183
143,KARTHIKA DEEPAM,2021,TELUGU,male,0.3290731843836
143,KARTHIKA DEEPAM,2021,TELUGU,female,0.6709268156164
144,KARTHIKA DEEPAM,2021,TELUGU,male,0.39032073310423826
144,KARTHIKA DEEPAM,2021,TELUGU,female,0.6096792668957618
145,JANAKI KALAGANALEDU,2021,TELUGU,male,0.4227983997569251
145,JANAKI KALAGANALEDU,2021,TELUGU,female,0.5772016002430749
146,JANAKI KALAGANALEDU,2021,TELUGU,male,0.45020719155193156
146,JANAKI KALAGANALEDU,2021,TELUGU,female,0.5497928084480684
147,JANAKI KALAGANALEDU,2021,TELUGU,male,0.2890357875541372
147,JANAKI KALAGANALEDU,2021,TELUGU,female,0.7109642124458628
148,JANAKI KALAGANALEDU,2021,TELUGU,male,0.32965589703178355
148,JANAKI KALAGANALEDU,2021,TELUGU,female,0.6703441029682164
149,JANAKI KALAGANALEDU,2021,TELUGU,male,0.4488622155538885
149,JANAKI KALAGANALEDU,2021,TELUGU,female,0.5511377844461115
150,KARTHIKA DEEPAM,2022,TELUGU,male,0.36608229851473095
150,KARTHIKA DEEPAM,2022,TELUGU,female,0.633917701485269
151,KARTHIKA DEEPAM,2022,TELUGU,male,0.35661443467117143
151,KARTHIKA DEEPAM,2022,TELUGU,female,0.6433855653288285
152,KARTHIKA DEEPAM,2022,TELUGU,male,0.37270649286464447
152,KARTHIKA DEEPAM,2022,TELUGU,female,0.6272935071353555
153,KARTHIKA DEEPAM,2022,TELUGU,male,0.33646043165467626
153,KARTHIKA DEEPAM,2022,TELUGU,female,0.6635395683453238
154,KARTHIKA DEEPAM,2022,TELUGU,male,0.32280431432973805
154,KARTHIKA DEEPAM,2022,TELUGU,female,0.6771956856702619
155,DEVATHA - Anubandhala alayam,2022,TELUGU,male,0.29385593220338985
155,DEVATHA - Anubandhala alayam,2022,TELUGU,female,0.7061440677966102
156,DEVATHA - Anubandhala alayam,2022,TELUGU,male,0.07914668013127998
156,DEVATHA - Anubandhala alayam,2022,TELUGU,female,0.92085331986872
157,DEVATHA - Anubandhala alayam,2022,TELUGU,male,0.3635601991030506
157,DEVATHA - Anubandhala alayam,2022,TELUGU,female,0.6364398008969494
158,DEVATHA - Anubandhala alayam,2022,TELUGU,male,0.3419021264200408
158,DEVATHA - Anubandhala alayam,2022,TELUGU,female,0.6580978735799592
159,DEVATHA - Anubandhala alayam,2022,TELUGU,male,0.31021437578814626
159,DEVATHA - Anubandhala alayam,2022,TELUGU,female,0.6897856242118537
160,KRISHNA MUKUNDA MURARI,2022,TELUGU,male,0.25201540844287357
160,KRISHNA MUKUNDA MURARI,2022,TELUGU,female,0.7479845915571264
161,KRISHNA MUKUNDA MURARI,2022,TELUGU,male,0.47100878521660106
161,KRISHNA MUKUNDA MURARI,2022,TELUGU,female,0.5289912147833989
162,KRISHNA MUKUNDA MURARI,2022,TELUGU,male,0.36931050022532674
162,KRISHNA MUKUNDA MURARI,2022,TELUGU,female,0.6306894997746733
163,KRISHNA MUKUNDA MURARI,2022,TELUGU,male,0.34360170184912453
163,KRISHNA MUKUNDA MURARI,2022,TELUGU,female,0.6563982981508755
164,KRISHNA MUKUNDA MURARI,2022,TELUGU,male,0.42298409555046723
164,KRISHNA MUKUNDA MURARI,2022,TELUGU,female,0.5770159044495328
165,INTIKI DEEPAM ILLALU,2022,TELUGU,male,0.26482691842168965
165,INTIKI DEEPAM ILLALU,2022,TELUGU,female,0.7351730815783103
166,INTIKI DEEPAM ILLALU,2022,TELUGU,male,0.2936802973977695
166,INTIKI DEEPAM ILLALU,2022,TELUGU,female,0.7063197026022305
167,INTIKI DEEPAM ILLALU,2022,TELUGU,male,0.2820195213793787
167,INTIKI DEEPAM ILLALU,2022,TELUGU,female,0.7179804786206213
168,INTIKI DEEPAM ILLALU,2022,TELUGU,male,0.30610544884359076
168,INTIKI DEEPAM ILLALU,2022,TELUGU,female,0.6938945511564093
169,INTIKI DEEPAM ILLALU,2022,TELUGU,male,0.16316244239631336
169,INTIKI DEEPAM ILLALU,2022,TELUGU,female,0.8368375576036866
170,CHELLELI KAPURAM,2022,TELUGU,male,0.49882869692532944
170,CHELLELI KAPURAM,2022,TELUGU,female,0.5011713030746706
171,CHELLELI KAPURAM,2022,TELUGU,male,0.3790408129082687
171,CHELLELI KAPURAM,2022,TELUGU,female,0.6209591870917314
172,CHELLELI KAPURAM,2022,TELUGU,male,0.3429971658006613
172,CHELLELI KAPURAM,2022,TELUGU,female,0.6570028341993387
173,CHELLELI KAPURAM,2022,TELUGU,male,0.47724407463439233
173,CHELLELI KAPURAM,2022,TELUGU,female,0.5227559253656077
174,CHELLELI KAPURAM,2022,TELUGU,male,0.38591289130857476
174,CHELLELI KAPURAM,2022,TELUGU,female,0.6140871086914252
175,INTINTI GRUHALAKSHMI,2022,TELUGU,male,0.42440478588405917
175,INTINTI GRUHALAKSHMI,2022,TELUGU,female,0.5755952141159408
176,INTINTI GRUHALAKSHMI,2022,TELUGU,male,0.5473938765815952
176,INTINTI GRUHALAKSHMI,2022,TELUGU,female,0.4526061234184048
177,INTINTI GRUHALAKSHMI,2022,TELUGU,male,0.5293635274080616
177,INTINTI GRUHALAKSHMI,2022,TELUGU,female,0.4706364725919384
178,INTINTI GRUHALAKSHMI,2022,TELUGU,male,0.5293635274080616
178,INTINTI GRUHALAKSHMI,2022,TELUGU,female,0.4706364725919384
179,INTINTI GRUHALAKSHMI,2022,TELUGU,male,0.45864895311346776
179,INTINTI GRUHALAKSHMI,2022,TELUGU,female,0.5413510468865322
180,GUPPEDANTHA MANASU,2022,TELUGU,male,0.4350786569617281
180,GUPPEDANTHA MANASU,2022,TELUGU,female,0.5649213430382719
181,GUPPEDANTHA MANASU,2022,TELUGU,male,0.5615790431144261
181,GUPPEDANTHA MANASU,2022,TELUGU,female,0.438420956885574
182,GUPPEDANTHA MANASU,2022,TELUGU,male,0.35816618911174786
182,GUPPEDANTHA MANASU,2022,TELUGU,female,0.6418338108882522
183,GUPPEDANTHA MANASU,2022,TELUGU,male,0.525300875273523
183,GUPPEDANTHA MANASU,2022,TELUGU,female,0.474699124726477
184,GUPPEDANTHA MANASU,2022,TELUGU,male,0.4253549695740365
184,GUPPEDANTHA MANASU,2022,TELUGU,female,0.5746450304259635
185,RANU PELO LOTTERY,2018,BENGALI,male,0.5647106811957345
185,RANU PELO LOTTERY,2018,BENGALI,female,0.43528931880426547
186,RANU PELO LOTTERY,2018,BENGALI,male,0.407197549770291
186,RANU PELO LOTTERY,2018,BENGALI,female,0.592802450229709
187,RANU PELO LOTTERY,2018,BENGALI,male,0.4468736797634136
187,RANU PELO LOTTERY,2018,BENGALI,female,0.5531263202365864
188,RANU PELO LOTTERY,2018,BENGALI,male,0.39714504205964823
188,RANU PELO LOTTERY,2018,BENGALI,female,0.6028549579403518
189,RANU PELO LOTTERY,2018,BENGALI,male,0.4026792382374907
189,RANU PELO LOTTERY,2018,BENGALI,female,0.5973207617625094
190,JOY BABA LOKENATH,2018,BENGALI,male,0.4810210876803552
190,JOY BABA LOKENATH,2018,BENGALI,female,0.5189789123196449
191,JOY BABA LOKENATH,2018,BENGALI,male,0.7641642533600653
191,JOY BABA LOKENATH,2018,BENGALI,female,0.23583574663993465
192,JOY BABA LOKENATH,2018,BENGALI,male,0.634203516249334
192,JOY BABA LOKENATH,2018,BENGALI,female,0.365796483750666
193,JOY BABA LOKENATH,2018,BENGALI,male,0.49865465605989706
193,JOY BABA LOKENATH,2018,BENGALI,female,0.501345343940103
194,JOY BABA LOKENATH,2018,BENGALI,male,0.4809195211173927
194,JOY BABA LOKENATH,2018,BENGALI,female,0.5190804788826072
195,KRISHNAKOLI,2018,BENGALI,male,0.48671875
195,KRISHNAKOLI,2018,BENGALI,female,0.51328125
196,KRISHNAKOLI,2018,BENGALI,male,0.4741491921622551
196,KRISHNAKOLI,2018,BENGALI,female,0.525850807837745
197,KRISHNAKOLI,2018,BENGALI,male,0.362309724493647
197,KRISHNAKOLI,2018,BENGALI,female,0.637690275506353
198,KRISHNAKOLI,2018,BENGALI,male,0.13156736131493982
198,KRISHNAKOLI,2018,BENGALI,female,0.8684326386850602
199,KRISHNAKOLI,2018,BENGALI,male,0.23074149741617594
199,KRISHNAKOLI,2018,BENGALI,female,0.7692585025838241
200,BOKUL KOTHA,2018,BENGALI,male,0.670142397795131
200,BOKUL KOTHA,2018,BENGALI,female,0.3298576022048691
201,BOKUL KOTHA,2018,BENGALI,male,0.5232549200492005
201,BOKUL KOTHA,2018,BENGALI,female,0.4767450799507995
