video_id,lang,derogatory,controversial,male_person_name,female_person_name,unisex_person_name,hindu_person_name,muslim_person_name,christian_person_name,transcript,non_stopword_transcript,program,year,genre,channel,ats,rating,reach,gender,person_name_count
_09By4RHTjo,KANNADA,1,0,0,0,0,0,0,0,2077,1561,BRAHMAGANTU,2020.0,DRAMA/SOAP,Zee Kannada,49.8065229408513,3.21,6.44,male,0
_09By4RHTjo,KANNADA,1,0,0,0,0,0,0,0,2077,1561,BRAHMAGANTU,2020.0,DRAMA/SOAP,Zee Kannada,49.8065229408513,3.21,6.44,female,0
_RtWPjdcAGc,KANNADA,2,0,0,0,0,0,0,0,1428,1001,AGNISAKSHI,2018.0,DRAMA/SOAP,Colors Kannada,59.96387718242023,4.51,7.53,male,0
_RtWPjdcAGc,KANNADA,2,0,0,0,0,0,0,0,1428,1001,AGNISAKSHI,2018.0,DRAMA/SOAP,Colors Kannada,59.96387718242023,4.51,7.53,female,0
_cM6EjCQaRQ,KANNADA,0,0,9,9,0,0,6,3,1110,736,MANGALA GOWRI MADUVE,2019.0,DRAMA/SOAP,Colors Kannada,53.0729833546735,3.44,6.47,male,9
_cM6EjCQaRQ,KANNADA,0,0,9,9,0,0,6,3,1110,736,MANGALA GOWRI MADUVE,2019.0,DRAMA/SOAP,Colors Kannada,53.0729833546735,3.44,6.47,female,9
_eOOr3qy04U,KANNADA,0,0,10,10,0,0,5,5,1712,1215,BRAHMAGANTU,2019.0,DRAMA/SOAP,Zee Kannada,43.59255202628697,2.93,6.74,male,10
_eOOr3qy04U,KANNADA,0,0,10,10,0,0,5,5,1712,1215,BRAHMAGANTU,2019.0,DRAMA/SOAP,Zee Kannada,43.59255202628697,2.93,6.74,female,10
_jAxgNor688,KANNADA,0,0,7,7,0,0,5,2,1078,679,SHANI,2018.0,MYTHOLOGICAL/COSTUME DRAMAS,Colors Kannada,42.82253179890975,2.9,6.78,male,7
_jAxgNor688,KANNADA,0,0,7,7,0,0,5,2,1078,679,SHANI,2018.0,MYTHOLOGICAL/COSTUME DRAMAS,Colors Kannada,42.82253179890975,2.9,6.78,female,7
_owjN8ajdH8,KANNADA,0,0,10,10,0,0,4,6,1042,712,MAHADEVI,2019.0,DRAMA/SOAP,Zee Kannada,33.01728945900725,3.78,11.43,male,10
_owjN8ajdH8,KANNADA,0,0,10,10,0,0,4,6,1042,712,MAHADEVI,2019.0,DRAMA/SOAP,Zee Kannada,33.01728945900725,3.78,11.43,female,10
ar06hPJczbk,KANNADA,0,0,10,10,0,0,6,4,590,407,MANGALA GOWRI MADUVE,2018.0,DRAMA/SOAP,Colors Kannada,55.520702634880806,4.72,8.51,male,10
ar06hPJczbk,KANNADA,0,0,10,10,0,0,6,4,590,407,MANGALA GOWRI MADUVE,2018.0,DRAMA/SOAP,Colors Kannada,55.520702634880806,4.72,8.51,female,10
awiaESir-do,KANNADA,2,0,12,12,0,0,6,6,804,577,RADHA RAMANA,2018.0,DRAMA/SOAP,Colors Kannada,53.275109170305676,3.41,6.39,male,12
awiaESir-do,KANNADA,2,0,12,12,0,0,6,6,804,577,RADHA RAMANA,2018.0,DRAMA/SOAP,Colors Kannada,53.275109170305676,3.41,6.39,female,12
bFFbL4cMwZ4,KANNADA,0,1,9,9,0,0,4,5,1844,1297,BRAHMAGANTU,2019.0,DRAMA/SOAP,Zee Kannada,43.59255202628697,2.93,6.74,male,9
bFFbL4cMwZ4,KANNADA,0,1,9,9,0,0,4,5,1844,1297,BRAHMAGANTU,2019.0,DRAMA/SOAP,Zee Kannada,43.59255202628697,2.93,6.74,female,9
bKwvVmBQnRg,KANNADA,1,0,0,0,0,0,0,0,1790,1238,KAMALI,2021.0,DRAMA/SOAP,Zee Kannada,46.97833523375142,3.7,7.88,male,0
bKwvVmBQnRg,KANNADA,1,0,0,0,0,0,0,0,1790,1238,KAMALI,2021.0,DRAMA/SOAP,Zee Kannada,46.97833523375142,3.7,7.88,female,0
bPz77nYwDa8,KANNADA,0,0,11,11,0,0,5,6,1181,812,SATHYA,2020.0,DRAMA/SOAP,Zee Kannada,53.60158966716344,4.23,7.89,male,11
bPz77nYwDa8,KANNADA,0,0,11,11,0,0,5,6,1181,812,SATHYA,2020.0,DRAMA/SOAP,Zee Kannada,53.60158966716344,4.23,7.89,female,11
bQegLgtXyVM,KANNADA,0,1,13,12,0,1,6,7,1331,837,KAMALI,2022.0,DRAMA/SOAP,Zee Kannada,51.89098998887653,3.46,6.66,male,13
bQegLgtXyVM,KANNADA,0,1,13,12,0,1,6,7,1331,837,KAMALI,2022.0,DRAMA/SOAP,Zee Kannada,51.89098998887653,3.46,6.66,female,12
bUhgh3Ja3jY,KANNADA,0,0,7,7,0,0,4,3,731,444,JOTHE JOTHEYALI,2019.0,DRAMA/SOAP,Zee Kannada,53.71604305484367,4.64,8.63,male,7
bUhgh3Ja3jY,KANNADA,0,0,7,7,0,0,4,3,731,444,JOTHE JOTHEYALI,2019.0,DRAMA/SOAP,Zee Kannada,53.71604305484367,4.64,8.63,female,7
bjp5wWwL51E,KANNADA,0,0,6,6,0,0,3,3,1299,857,NAAGINI,2020.0,DRAMA/SOAP,Zee Kannada,43.82816748232735,4.67,10.67,male,6
bjp5wWwL51E,KANNADA,0,0,6,6,0,0,3,3,1299,857,NAAGINI,2020.0,DRAMA/SOAP,Zee Kannada,43.82816748232735,4.67,10.67,female,6
blq4gckuKkg,KANNADA,0,0,11,11,0,0,8,3,1059,781,GATTIMELA,2021.0,DRAMA/SOAP,Zee Kannada,54.20911528150134,4.17,7.69,male,11
blq4gckuKkg,KANNADA,0,0,11,11,0,0,8,3,1059,781,GATTIMELA,2021.0,DRAMA/SOAP,Zee Kannada,54.20911528150134,4.17,7.69,female,11
c1LdnAX0UmU,KANNADA,0,0,10,10,0,0,7,3,1377,968,SATHYA,2020.0,DRAMA/SOAP,Zee Kannada,53.60158966716344,4.23,7.89,male,10
c1LdnAX0UmU,KANNADA,0,0,10,10,0,0,7,3,1377,968,SATHYA,2020.0,DRAMA/SOAP,Zee Kannada,53.60158966716344,4.23,7.89,female,10
cUCKdzMW1jE,KANNADA,0,0,11,11,0,0,4,7,968,615,KAMALI,2018.0,DRAMA/SOAP,Zee Kannada,52.797783933518005,4.39,8.32,male,11
cUCKdzMW1jE,KANNADA,0,0,11,11,0,0,4,7,968,615,KAMALI,2018.0,DRAMA/SOAP,Zee Kannada,52.797783933518005,4.39,8.32,female,11
cpFqoRxFIEw,KANNADA,1,0,12,12,0,0,4,8,1505,1060,HITLER KALYANA,2022.0,DRAMA/SOAP,Zee Kannada,54.99726925177499,3.74,6.8,male,12
cpFqoRxFIEw,KANNADA,1,0,12,12,0,0,4,8,1505,1060,HITLER KALYANA,2022.0,DRAMA/SOAP,Zee Kannada,54.99726925177499,3.74,6.8,female,12
cvJd7GFkVKI,KANNADA,0,0,1,1,0,0,1,0,11,0,KULAVADHU,2018.0,DRAMA/SOAP,Colors Kannada,46.045918367346935,2.84,6.17,male,1
cvJd7GFkVKI,KANNADA,0,0,1,1,0,0,1,0,11,0,KULAVADHU,2018.0,DRAMA/SOAP,Colors Kannada,46.045918367346935,2.84,6.17,female,1
dFXeVSR-DBA,KANNADA,1,0,11,11,0,0,6,5,1114,766,GATTIMELA,2019.0,DRAMA/SOAP,Zee Kannada,47.28317659352142,4.05,8.56,male,11
dFXeVSR-DBA,KANNADA,1,0,11,11,0,0,6,5,1114,766,GATTIMELA,2019.0,DRAMA/SOAP,Zee Kannada,47.28317659352142,4.05,8.56,female,11
dYeXS4uwXZU,KANNADA,2,0,13,13,0,0,9,4,1536,1015,HITLER KALYANA,2021.0,DRAMA/SOAP,Zee Kannada,52.882072977260705,4.32,8.16,male,13
dYeXS4uwXZU,KANNADA,2,0,13,13,0,0,9,4,1536,1015,HITLER KALYANA,2021.0,DRAMA/SOAP,Zee Kannada,52.882072977260705,4.32,8.16,female,13
e2h02Oy-h2g,KANNADA,2,1,9,9,0,0,6,3,1728,1234,GATTIMELA,2021.0,DRAMA/SOAP,Zee Kannada,54.20911528150134,4.17,7.69,male,9
e2h02Oy-h2g,KANNADA,2,1,9,9,0,0,6,3,1728,1234,GATTIMELA,2021.0,DRAMA/SOAP,Zee Kannada,54.20911528150134,4.17,7.69,female,9
epyZNayi2r0,KANNADA,0,0,10,10,0,0,5,5,1117,761,JOTHE JOTHEYALI,2021.0,DRAMA/SOAP,Zee Kannada,52.015461071231364,3.39,6.51,male,10
epyZNayi2r0,KANNADA,0,0,10,10,0,0,5,5,1117,761,JOTHE JOTHEYALI,2021.0,DRAMA/SOAP,Zee Kannada,52.015461071231364,3.39,6.51,female,10
esrQe5FMBs4,KANNADA,1,0,11,11,0,0,6,5,1165,803,KAMALI,2021.0,DRAMA/SOAP,Zee Kannada,46.97833523375142,3.7,7.88,male,11
esrQe5FMBs4,KANNADA,1,0,11,11,0,0,6,5,1165,803,KAMALI,2021.0,DRAMA/SOAP,Zee Kannada,46.97833523375142,3.7,7.88,female,11
f-Fzy6fIf7U,KANNADA,0,0,10,10,0,0,9,1,38,2,MAHADEVI,2019.0,DRAMA/SOAP,Zee Kannada,33.01728945900725,3.78,11.43,male,10
f-Fzy6fIf7U,KANNADA,0,0,10,10,0,0,9,1,38,2,MAHADEVI,2019.0,DRAMA/SOAP,Zee Kannada,33.01728945900725,3.78,11.43,female,10
f-f6VCULs8o,KANNADA,0,0,6,6,0,0,2,4,1105,716,KAMALI,2020.0,DRAMA/SOAP,Zee Kannada,45.49426542872747,3.16,6.95,male,6
f-f6VCULs8o,KANNADA,0,0,6,6,0,0,2,4,1105,716,KAMALI,2020.0,DRAMA/SOAP,Zee Kannada,45.49426542872747,3.16,6.95,female,6
fCvTQRC-5Uc,KANNADA,0,0,10,10,0,0,2,8,1390,933,KAMALI,2020.0,DRAMA/SOAP,Zee Kannada,45.49426542872747,3.16,6.95,male,10
fCvTQRC-5Uc,KANNADA,0,0,10,10,0,0,2,8,1390,933,KAMALI,2020.0,DRAMA/SOAP,Zee Kannada,45.49426542872747,3.16,6.95,female,10
fJJI4jjuLq4,KANNADA,0,0,8,8,0,0,4,4,1164,712,NAAGINI 2,2022.0,DRAMA/SOAP,Zee Kannada,52.89855072463768,4.77,9.01,male,8
fJJI4jjuLq4,KANNADA,0,0,8,8,0,0,4,4,1164,712,NAAGINI 2,2022.0,DRAMA/SOAP,Zee Kannada,52.89855072463768,4.77,9.01,female,8
fKJOpYBuWfE,KANNADA,0,0,68,68,0,0,58,10,989,622,KAMALI,2021.0,DRAMA/SOAP,Zee Kannada,46.97833523375142,3.7,7.88,male,68
fKJOpYBuWfE,KANNADA,0,0,68,68,0,0,58,10,989,622,KAMALI,2021.0,DRAMA/SOAP,Zee Kannada,46.97833523375142,3.7,7.88,female,68
fTrAFXNo8IM,KANNADA,0,0,10,10,0,0,8,2,1050,655,JOTHE JOTHEYALI,2021.0,DRAMA/SOAP,Zee Kannada,52.015461071231364,3.39,6.51,male,10
fTrAFXNo8IM,KANNADA,0,0,10,10,0,0,8,2,1050,655,JOTHE JOTHEYALI,2021.0,DRAMA/SOAP,Zee Kannada,52.015461071231364,3.39,6.51,female,10
fYEsausBLRE,KANNADA,0,0,13,13,0,0,7,6,1318,867,JOTHE JOTHEYALI,2020.0,DRAMA/SOAP,Zee Kannada,49.840425531914896,3.84,7.71,male,13
fYEsausBLRE,KANNADA,0,0,13,13,0,0,7,6,1318,867,JOTHE JOTHEYALI,2020.0,DRAMA/SOAP,Zee Kannada,49.840425531914896,3.84,7.71,female,13
fbQj1yS_-PY,KANNADA,0,0,9,9,0,0,6,3,1258,796,KAMALI,2021.0,DRAMA/SOAP,Zee Kannada,46.97833523375142,3.7,7.88,male,9
fbQj1yS_-PY,KANNADA,0,0,9,9,0,0,6,3,1258,796,KAMALI,2021.0,DRAMA/SOAP,Zee Kannada,46.97833523375142,3.7,7.88,female,9
fbaPVMrd9fs,KANNADA,0,0,17,17,0,0,12,5,966,558,NAAGINI 2,2020.0,DRAMA/SOAP,Zee Kannada,47.13340683572216,3.71,7.88,male,17
fbaPVMrd9fs,KANNADA,0,0,17,17,0,0,12,5,966,558,NAAGINI 2,2020.0,DRAMA/SOAP,Zee Kannada,47.13340683572216,3.71,7.88,female,17
fjKUYFKryoU,KANNADA,0,0,16,16,0,0,10,6,2081,1493,GATTIMELA,2022.0,DRAMA/SOAP,Zee Kannada,56.993190151911996,5.55,9.74,male,16
fjKUYFKryoU,KANNADA,0,0,16,16,0,0,10,6,2081,1493,GATTIMELA,2022.0,DRAMA/SOAP,Zee Kannada,56.993190151911996,5.55,9.74,female,16
g7S03hqFbyk,KANNADA,0,0,11,11,0,0,5,6,1202,808,KAMALI,2022.0,DRAMA/SOAP,Zee Kannada,51.89098998887653,3.46,6.66,male,11
g7S03hqFbyk,KANNADA,0,0,11,11,0,0,5,6,1202,808,KAMALI,2022.0,DRAMA/SOAP,Zee Kannada,51.89098998887653,3.46,6.66,female,11
gD3WmL-BFL4,KANNADA,0,0,11,11,0,0,6,5,1106,800,NO. 1 SOSE,2021.0,DRAMA/SOAP,Zee Kannada,45.16754361672667,3.48,7.71,male,11
gD3WmL-BFL4,KANNADA,0,0,11,11,0,0,6,5,1106,800,NO. 1 SOSE,2021.0,DRAMA/SOAP,Zee Kannada,45.16754361672667,3.48,7.71,female,11
gIpFpxI6mR4,KANNADA,1,0,11,11,0,0,4,7,1844,1335,NO. 1 SOSE,2021.0,DRAMA/SOAP,Zee Kannada,45.16754361672667,3.48,7.71,male,11
gIpFpxI6mR4,KANNADA,1,0,11,11,0,0,4,7,1844,1335,NO. 1 SOSE,2021.0,DRAMA/SOAP,Zee Kannada,45.16754361672667,3.48,7.71,female,11
gNln4lOuIKs,KANNADA,0,0,13,13,0,0,9,4,1554,1040,NAAGINI 2,2021.0,DRAMA/SOAP,Zee Kannada,56.21531631520533,4.4,7.82,male,13
gNln4lOuIKs,KANNADA,0,0,13,13,0,0,9,4,1554,1040,NAAGINI 2,2021.0,DRAMA/SOAP,Zee Kannada,56.21531631520533,4.4,7.82,female,13
gSlqaejE-wE,KANNADA,0,0,7,7,0,0,3,4,216,122,YAARE NEE MOHINI,2019.0,DRAMA/SOAP,Zee Kannada,43.52009054895303,3.03,6.96,male,7
gSlqaejE-wE,KANNADA,0,0,7,7,0,0,3,4,216,122,YAARE NEE MOHINI,2019.0,DRAMA/SOAP,Zee Kannada,43.52009054895303,3.03,6.96,female,7
gTEF4CjQp3M,KANNADA,1,0,12,12,0,0,7,5,838,580,YAARE NEE MOHINI,2018.0,DRAMA/SOAP,Zee Kannada,45.06578947368421,2.75,6.12,male,12
gTEF4CjQp3M,KANNADA,1,0,12,12,0,0,7,5,838,580,YAARE NEE MOHINI,2018.0,DRAMA/SOAP,Zee Kannada,45.06578947368421,2.75,6.12,female,12
gsfvCcNVrNI,KANNADA,0,0,10,10,0,0,7,3,889,584,MAHADEVI,2019.0,DRAMA/SOAP,Zee Kannada,33.01728945900725,3.78,11.43,male,10
gsfvCcNVrNI,KANNADA,0,0,10,10,0,0,7,3,889,584,MAHADEVI,2019.0,DRAMA/SOAP,Zee Kannada,33.01728945900725,3.78,11.43,female,10
hKPRt13pY4s,KANNADA,0,0,9,9,0,0,7,2,244,126,BRAHMAGANTU,2019.0,DRAMA/SOAP,Zee Kannada,43.59255202628697,2.93,6.74,male,9
hKPRt13pY4s,KANNADA,0,0,9,9,0,0,7,2,244,126,BRAHMAGANTU,2019.0,DRAMA/SOAP,Zee Kannada,43.59255202628697,2.93,6.74,female,9
iCmFPY8ztY8,KANNADA,0,0,12,12,0,0,8,4,1401,1029,GATTIMELA,2020.0,DRAMA/SOAP,Zee Kannada,55.55555555555556,4.46,8.03,male,12
iCmFPY8ztY8,KANNADA,0,0,12,12,0,0,8,4,1401,1029,GATTIMELA,2020.0,DRAMA/SOAP,Zee Kannada,55.55555555555556,4.46,8.03,female,12
iGX1ElU3la0,KANNADA,1,0,7,7,0,0,2,5,593,423,RADHA RAMANA,2018.0,DRAMA/SOAP,Colors Kannada,53.275109170305676,3.41,6.39,male,7
iGX1ElU3la0,KANNADA,1,0,7,7,0,0,2,5,593,423,RADHA RAMANA,2018.0,DRAMA/SOAP,Colors Kannada,53.275109170305676,3.41,6.39,female,7
iHE6GH8aLmQ,KANNADA,0,0,12,12,0,0,9,3,1208,836,MANGALA GOWRI MADUVE,2019.0,DRAMA/SOAP,Colors Kannada,53.0729833546735,3.44,6.47,male,12
iHE6GH8aLmQ,KANNADA,0,0,12,12,0,0,9,3,1208,836,MANGALA GOWRI MADUVE,2019.0,DRAMA/SOAP,Colors Kannada,53.0729833546735,3.44,6.47,female,12
iTiX_lnCnwQ,KANNADA,0,0,16,16,0,0,10,6,1190,825,AGNISAKSHI,2018.0,DRAMA/SOAP,Colors Kannada,59.96387718242023,4.51,7.53,male,16
iTiX_lnCnwQ,KANNADA,0,0,16,16,0,0,10,6,1190,825,AGNISAKSHI,2018.0,DRAMA/SOAP,Colors Kannada,59.96387718242023,4.51,7.53,female,16
iVjkdBBuV6U,KANNADA,1,0,8,8,0,0,4,4,1426,1032,YAARE NEE MOHINI,2018.0,DRAMA/SOAP,Zee Kannada,45.06578947368421,2.75,6.12,male,8
iVjkdBBuV6U,KANNADA,1,0,8,8,0,0,4,4,1426,1032,YAARE NEE MOHINI,2018.0,DRAMA/SOAP,Zee Kannada,45.06578947368421,2.75,6.12,female,8
jUXclstmVTo,KANNADA,0,0,11,11,0,0,7,4,475,313,MANGALA GOWRI MADUVE,2018.0,DRAMA/SOAP,Colors Kannada,55.520702634880806,4.72,8.51,male,11
jUXclstmVTo,KANNADA,0,0,11,11,0,0,7,4,475,313,MANGALA GOWRI MADUVE,2018.0,DRAMA/SOAP,Colors Kannada,55.520702634880806,4.72,8.51,female,11
k0bBxuIufE8,KANNADA,0,0,14,14,0,0,7,7,1197,755,KAMALI,2019.0,DRAMA/SOAP,Zee Kannada,48.32793959007551,3.2,6.62,male,14
k0bBxuIufE8,KANNADA,0,0,14,14,0,0,7,7,1197,755,KAMALI,2019.0,DRAMA/SOAP,Zee Kannada,48.32793959007551,3.2,6.62,female,14
kJepY0A7Cc4,KANNADA,0,34,7,7,0,0,2,5,1731,1205,YAARE NEE MOHINI,2020.0,DRAMA/SOAP,Zee Kannada,46.02556976097832,3.59,7.8,male,7
kJepY0A7Cc4,KANNADA,0,34,7,7,0,0,2,5,1731,1205,YAARE NEE MOHINI,2020.0,DRAMA/SOAP,Zee Kannada,46.02556976097832,3.59,7.8,female,7
kLSCb9NjcyM,KANNADA,0,0,1,1,0,0,1,0,8,0,KULAVADHU,2018.0,DRAMA/SOAP,Colors Kannada,46.045918367346935,2.84,6.17,male,1
kLSCb9NjcyM,KANNADA,0,0,1,1,0,0,1,0,8,0,KULAVADHU,2018.0,DRAMA/SOAP,Colors Kannada,46.045918367346935,2.84,6.17,female,1
kUbXoTTRO7Y,KANNADA,2,0,13,13,0,0,9,4,1599,990,NAAGINI 2,2021.0,DRAMA/SOAP,Zee Kannada,56.21531631520533,4.4,7.82,male,13
kUbXoTTRO7Y,KANNADA,2,0,13,13,0,0,9,4,1599,990,NAAGINI 2,2021.0,DRAMA/SOAP,Zee Kannada,56.21531631520533,4.4,7.82,female,13
kWJtgCiYpRo,KANNADA,0,0,10,10,0,0,4,6,1208,810,SATHYA,2021.0,DRAMA/SOAP,Zee Kannada,51.84404636459431,4.07,7.85,male,10
kWJtgCiYpRo,KANNADA,0,0,10,10,0,0,4,6,1208,810,SATHYA,2021.0,DRAMA/SOAP,Zee Kannada,51.84404636459431,4.07,7.85,female,10
kXzjG9nqByc,KANNADA,1,0,11,11,0,0,6,5,1731,1239,GATTIMELA,2022.0,DRAMA/SOAP,Zee Kannada,56.993190151911996,5.55,9.74,male,11
kXzjG9nqByc,KANNADA,1,0,11,11,0,0,6,5,1731,1239,GATTIMELA,2022.0,DRAMA/SOAP,Zee Kannada,56.993190151911996,5.55,9.74,female,11
ks2FVlpVzbg,KANNADA,2,0,10,10,0,0,7,3,1528,1000,JEEVANADI,2018.0,DRAMA/SOAP,Udaya TV,36.25209146681539,3.35,9.24,male,10
ks2FVlpVzbg,KANNADA,2,0,10,10,0,0,7,3,1528,1000,JEEVANADI,2018.0,DRAMA/SOAP,Udaya TV,36.25209146681539,3.35,9.24,female,10
lCjEjGXqa9M,KANNADA,0,0,15,15,0,0,8,7,915,656,LAKSHMI BARAMMA,2018.0,DRAMA/SOAP,Colors Kannada,52.725045927740354,4.32,8.21,male,15
lCjEjGXqa9M,KANNADA,0,0,15,15,0,0,8,7,915,656,LAKSHMI BARAMMA,2018.0,DRAMA/SOAP,Colors Kannada,52.725045927740354,4.32,8.21,female,15
mHI8o4yiBBc,KANNADA,1,0,5,5,0,0,3,2,928,657,MANGALA GOWRI MADUVE,2019.0,DRAMA/SOAP,Colors Kannada,53.0729833546735,3.44,6.47,male,5
mHI8o4yiBBc,KANNADA,1,0,5,5,0,0,3,2,928,657,MANGALA GOWRI MADUVE,2019.0,DRAMA/SOAP,Colors Kannada,53.0729833546735,3.44,6.47,female,5
m_cpRmuJYGY,KANNADA,0,0,11,11,0,0,7,4,725,524,MANGALA GOWRI MADUVE,2019.0,DRAMA/SOAP,Colors Kannada,53.0729833546735,3.44,6.47,male,11
m_cpRmuJYGY,KANNADA,0,0,11,11,0,0,7,4,725,524,MANGALA GOWRI MADUVE,2019.0,DRAMA/SOAP,Colors Kannada,53.0729833546735,3.44,6.47,female,11
myQ2ZoSYDBg,KANNADA,0,0,10,10,0,0,9,1,1328,809,NAAGINI,2019.0,DRAMA/SOAP,Zee Kannada,43.2146829810901,3.98,9.22,male,10
myQ2ZoSYDBg,KANNADA,0,0,10,10,0,0,9,1,1328,809,NAAGINI,2019.0,DRAMA/SOAP,Zee Kannada,43.2146829810901,3.98,9.22,female,10
n0JUtyfR7RE,KANNADA,1,0,0,0,0,0,0,0,1686,1160,PAARU,2021.0,DRAMA/SOAP,Zee Kannada,51.01713062098501,4.07,7.98,male,0
n0JUtyfR7RE,KANNADA,1,0,0,0,0,0,0,0,1686,1160,PAARU,2021.0,DRAMA/SOAP,Zee Kannada,51.01713062098501,4.07,7.98,female,0
n1mxt6D_bl8,KANNADA,0,0,28,28,0,0,17,11,1435,1003,GATTIMELA,2019.0,DRAMA/SOAP,Zee Kannada,47.28317659352142,4.05,8.56,male,28
n1mxt6D_bl8,KANNADA,0,0,28,28,0,0,17,11,1435,1003,GATTIMELA,2019.0,DRAMA/SOAP,Zee Kannada,47.28317659352142,4.05,8.56,female,28
nErt8pOcs4Y,KANNADA,0,0,11,11,0,0,8,3,1395,946,PAARU,2020.0,DRAMA/SOAP,Zee Kannada,50.74958356468628,3.36,6.62,male,11
nErt8pOcs4Y,KANNADA,0,0,11,11,0,0,8,3,1395,946,PAARU,2020.0,DRAMA/SOAP,Zee Kannada,50.74958356468628,3.36,6.62,female,11
nLn69B_3p4E,KANNADA,0,0,13,13,0,0,7,6,1287,912,YAARE NEE MOHINI,2018.0,DRAMA/SOAP,Zee Kannada,45.06578947368421,2.75,6.12,male,13
nLn69B_3p4E,KANNADA,0,0,13,13,0,0,7,6,1287,912,YAARE NEE MOHINI,2018.0,DRAMA/SOAP,Zee Kannada,45.06578947368421,2.75,6.12,female,13
od69wgHlPPY,KANNADA,0,0,13,13,0,0,9,4,659,433,PAARU,2021.0,DRAMA/SOAP,Zee Kannada,51.01713062098501,4.07,7.98,male,13
od69wgHlPPY,KANNADA,0,0,13,13,0,0,9,4,659,433,PAARU,2021.0,DRAMA/SOAP,Zee Kannada,51.01713062098501,4.07,7.98,female,13
ooxlWrul3Ck,KANNADA,0,0,11,11,0,0,7,4,909,630,SATHYA,2022.0,DRAMA/SOAP,Zee Kannada,55.1819184123484,4.27,7.74,male,11
ooxlWrul3Ck,KANNADA,0,0,11,11,0,0,7,4,909,630,SATHYA,2022.0,DRAMA/SOAP,Zee Kannada,55.1819184123484,4.27,7.74,female,11
ouWh9ojfc1E,KANNADA,0,0,23,23,0,0,20,3,1354,883,SHANI,2018.0,MYTHOLOGICAL/COSTUME DRAMAS,Colors Kannada,42.82253179890975,2.9,6.78,male,23
ouWh9ojfc1E,KANNADA,0,0,23,23,0,0,20,3,1354,883,SHANI,2018.0,MYTHOLOGICAL/COSTUME DRAMAS,Colors Kannada,42.82253179890975,2.9,6.78,female,23
oui9NuzZic0,KANNADA,2,0,16,16,0,0,11,5,1541,1043,JEEVANADI,2019.0,DRAMA/SOAP,Udaya TV,38.45730027548209,3.29,8.54,male,16
oui9NuzZic0,KANNADA,2,0,16,16,0,0,11,5,1541,1043,JEEVANADI,2019.0,DRAMA/SOAP,Udaya TV,38.45730027548209,3.29,8.54,female,16
pTNiz1oe_Nc,KANNADA,1,0,0,0,0,0,0,0,1429,1029,PAARU,2018.0,DRAMA/SOAP,Zee Kannada,51.49171270718232,3.36,6.52,male,0
pTNiz1oe_Nc,KANNADA,1,0,0,0,0,0,0,0,1429,1029,PAARU,2018.0,DRAMA/SOAP,Zee Kannada,51.49171270718232,3.36,6.52,female,0
pVRuoo2_SX8,KANNADA,0,0,11,11,0,0,5,6,1109,786,PAARU,2018.0,DRAMA/SOAP,Zee Kannada,51.49171270718232,3.36,6.52,male,11
pVRuoo2_SX8,KANNADA,0,0,11,11,0,0,5,6,1109,786,PAARU,2018.0,DRAMA/SOAP,Zee Kannada,51.49171270718232,3.36,6.52,female,11
pcZLLBqOREo,KANNADA,0,0,7,7,0,0,4,3,1038,673,JOTHE JOTHEYALI,2022.0,DRAMA/SOAP,Zee Kannada,51.15233277121979,4.18,8.17,male,7
pcZLLBqOREo,KANNADA,0,0,7,7,0,0,4,3,1038,673,JOTHE JOTHEYALI,2022.0,DRAMA/SOAP,Zee Kannada,51.15233277121979,4.18,8.17,female,7
pkV5R-NZots,KANNADA,0,0,11,11,0,0,7,4,556,379,MANGALA GOWRI MADUVE,2019.0,DRAMA/SOAP,Colors Kannada,53.0729833546735,3.44,6.47,male,11
pkV5R-NZots,KANNADA,0,0,11,11,0,0,7,4,556,379,MANGALA GOWRI MADUVE,2019.0,DRAMA/SOAP,Colors Kannada,53.0729833546735,3.44,6.47,female,11
r16FjgV-IiU,KANNADA,1,0,16,16,0,0,10,6,1344,924,JEEVANADI,2018.0,DRAMA/SOAP,Udaya TV,36.25209146681539,3.35,9.24,male,16
r16FjgV-IiU,KANNADA,1,0,16,16,0,0,10,6,1344,924,JEEVANADI,2018.0,DRAMA/SOAP,Udaya TV,36.25209146681539,3.35,9.24,female,16
rCmcvDw5qkQ,KANNADA,0,0,22,22,0,0,12,10,1293,841,KAMALI,2021.0,DRAMA/SOAP,Zee Kannada,46.97833523375142,3.7,7.88,male,22
rCmcvDw5qkQ,KANNADA,0,0,22,22,0,0,12,10,1293,841,KAMALI,2021.0,DRAMA/SOAP,Zee Kannada,46.97833523375142,3.7,7.88,female,22
rVdz5mkn_Sc,KANNADA,0,0,13,13,0,0,6,7,1425,922,PAARU,2019.0,DRAMA/SOAP,Zee Kannada,51.17038649972782,3.74,7.31,male,13
rVdz5mkn_Sc,KANNADA,0,0,13,13,0,0,6,7,1425,922,PAARU,2019.0,DRAMA/SOAP,Zee Kannada,51.17038649972782,3.74,7.31,female,13
rsjzRMY3k18,KANNADA,0,0,12,12,0,0,10,2,1262,857,JOTHE JOTHEYALI,2022.0,DRAMA/SOAP,Zee Kannada,51.15233277121979,4.18,8.17,male,12
rsjzRMY3k18,KANNADA,0,0,12,12,0,0,10,2,1262,857,JOTHE JOTHEYALI,2022.0,DRAMA/SOAP,Zee Kannada,51.15233277121979,4.18,8.17,female,12
