video_id,lang,derogatory,controversial,male_person_name,female_person_name,unisex_person_name,hindu_person_name,muslim_person_name,christian_person_name,transcript,non_stopword_transcript,program,year,genre,channel,ats,rating,reach
pBuLl_0Rf6c,BENGALI,0,0,12,12,0,0,6,6,1521,879,MITHAI,2022.0,DRAMA/SOAP,Zee Bangla,57.55148741418764,2.73,4.75
pCPJ77r6NNE,BENGALI,3,0,17,17,0,0,9,8,1945,1160,KHUKUMONI HOME DELIVERY,2021.0,DRAMA/SOAP,STAR Jalsha,62.888888888888886,3.97,6.31
pReqGfwH1T0,BENGALI,0,0,11,11,0,0,6,5,999,548,NOJOR,2019.0,DRAMA/SOAP,STAR Jalsha,40.038967364831954,1.93,4.82
q2ibspCldPs,BENGALI,0,0,11,11,0,0,9,2,1269,633,BAGH BANDI KHELA,2020.0,DRAMA/SOAP,Zee Bangla,43.98273070696168,3.37,7.66
qJiBjImOtHo,BENGALI,1,0,9,9,0,0,7,2,1007,559,KHELAGHOR,2020.0,DRAMA/SOAP,STAR Jalsha,58.5650723025584,3.09,5.28
qSLn7lrTZlU,BENGALI,0,0,14,14,0,0,10,4,2212,1317,KRISHNAKOLI,2018.0,DRAMA/SOAP,Zee Bangla,56.921373200442964,3.42,6.01
raAiR5do5iQ,BENGALI,0,0,6,6,0,0,3,3,722,347,KI KORE BOLBO TOMAY,2019.0,DRAMA/SOAP,Zee Bangla,52.02440377149196,2.16,4.15
rea3THkw2wM,BENGALI,0,0,11,11,0,0,6,5,1674,948,NETAJI,2019.0,DRAMA/SOAP,Zee Bangla,49.29893438025799,2.1,4.26
rf7zWDC8-rc,BENGALI,0,0,13,13,0,0,10,3,1422,856,MITHAI,2021.0,DRAMA/SOAP,Zee Bangla,61.256830601092894,4.04,6.59
rtRl1sVrmMo,BENGALI,0,0,12,10,0,2,7,5,791,357,BANGLA MEDIUM,2022.0,DRAMA/SOAP,STAR Jalsha,63.166666666666664,2.77,4.38
sGoKDSmu_wE,BENGALI,1,0,9,9,0,0,6,3,373,171,DHULOKONA,2022.0,DRAMA/SOAP,STAR Jalsha,62.0,3.3,5.33
sR0g8hDld8I,BENGALI,1,0,10,10,0,0,5,5,1316,728,RANU PELO LOTTERY,2018.0,DRAMA/SOAP,Zee Bangla,61.68795113825652,4.45,7.22
sfOoym3tv6s,BENGALI,0,0,14,14,0,0,7,7,1792,1093,KRISHNAKOLI,2018.0,DRAMA/SOAP,Zee Bangla,56.921373200442964,3.42,6.01
tCmPZkjqeWQ,BENGALI,1,0,15,14,1,0,9,6,1996,1190,MON PHAGUN,2021.0,DRAMA/SOAP,STAR Jalsha,56.531406336853806,3.46,6.12
u09QkXNuxJg,BENGALI,0,0,12,12,0,0,8,4,2114,1223,APARAJITA APU (-MAHAPARVA),2021.0,DRAMA/SOAP,Zee Bangla,47.43801652892562,4.24,8.93
u1CUJFkXZP8,BENGALI,0,0,17,17,0,0,6,11,1663,900,LAALKUTHI,2022.0,DRAMA/SOAP,Zee Bangla,52.28794642857143,2.72,5.19
u6twuaZZEjo,BENGALI,1,0,16,16,0,0,10,6,2808,1656,APARAJITA APU,2020.0,DRAMA/SOAP,Zee Bangla,55.37694013303769,4.32,7.8
uBNC4WnuIOk,BENGALI,0,0,10,10,0,0,8,2,274,117,AALTA PHORING,2022.0,DRAMA/SOAP,STAR Jalsha,58.22222222222222,2.8,4.82
uD4wq5AeKe4,BENGALI,1,0,10,9,1,0,8,2,550,253,BANGLA MEDIUM,2022.0,DRAMA/SOAP,STAR Jalsha,63.166666666666664,2.77,4.38
v76I4O830Ww,BENGALI,1,0,11,11,0,0,5,6,2064,1166,JIBON SATHI,2020.0,DRAMA/SOAP,Zee Bangla,50.55309734513274,3.45,6.82
v7jnCDalolY,BENGALI,0,0,14,14,0,0,9,5,136,49,AALTA PHORING,2022.0,DRAMA/SOAP,STAR Jalsha,58.22222222222222,2.8,4.82
vDmNmxvuOnQ,BENGALI,0,0,17,17,0,0,11,6,2221,1309,MITHAI,2021.0,DRAMA/SOAP,Zee Bangla,61.256830601092894,4.04,6.59
vZrLHN2irtI,BENGALI,0,0,12,12,0,0,7,5,1848,1057,BAGH BANDI KHELA,2020.0,DRAMA/SOAP,Zee Bangla,43.98273070696168,3.37,7.66
wzw5AmLomNA,BENGALI,1,0,0,0,0,0,0,0,1517,807,KHUKUMONI HOME DELIVERY,2022.0,DRAMA/SOAP,STAR Jalsha,55.25876460767947,2.99,5.41
x0VUOu_kOfw,BENGALI,0,0,12,12,0,0,8,4,1800,1004,JAMUNA DHAKI,2020.0,DRAMA/SOAP,Zee Bangla,54.619883040935676,3.04,5.57
xM8RIUzLFYE,BENGALI,1,0,8,8,0,0,6,2,2436,1364,ANDARMAHAL,2018.0,DRAMA/SOAP,Zee Bangla,41.448467966573816,2.26,5.46
yXjlgcafCCY,BENGALI,11,0,15,15,0,0,7,8,1935,1067,KRISHNAKOLI,2019.0,DRAMA/SOAP,Zee Bangla,56.30530973451327,2.09,3.72
zZ46moWsngI,BENGALI,2,0,19,19,0,0,13,6,1779,978,RANU PELO LOTTERY,2018.0,DRAMA/SOAP,Zee Bangla,61.68795113825652,4.45,7.22
zvCBcLdoops,BENGALI,1,0,13,13,0,0,9,4,950,508,KHELAGHOR,2020.0,DRAMA/SOAP,STAR Jalsha,58.5650723025584,3.09,5.28
-VwPckY1W-0,HINDI,6,0,16,15,1,0,6,5,1973,776,PARICHAY,2018.0,DRAMA/SOAP,Colors Rishtey,36.394686907020876,0.63,1.73
-Wfol7jhfj0,HINDI,0,0,0,0,0,0,0,0,1,0,RADHAKRISHN,2018.0,MYTHOLOGICAL/COSTUME DRAMAS,STAR Utsav,25.01405283867341,0.78,3.13
-lU6wHnVrro,HINDI,0,0,0,0,0,0,0,0,5,2,MANN SUNDAR,2022.0,DRAMA/SOAP,Dangal,53.062360801781736,0.58,1.09
-oe5MRYcY8U,HINDI,4,0,10,9,0,0,0,6,1834,712,RAAVI,2019.0,DRAMA/SOAP,Big Magic,32.82700421940928,0.7,2.13
0V4v3S0rty4,HINDI,2,0,9,8,1,0,1,5,937,329,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
0t2HfeXDRjI,HINDI,0,0,2,2,0,0,1,1,4,0,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
1AYxeVqK-EY,HINDI,1,0,11,11,0,0,3,8,2141,893,GANGA,2018.0,DRAMA/SOAP,Zee Anmol,27.94583693460098,0.61,2.17
1JOttIHkNAM,HINDI,4,0,11,11,0,0,0,9,1895,693,PHIR LAUT AAYI NAAGIN,2019.0,DRAMA/SOAP,Dangal,49.3542953396968,0.89,1.8
1KPQNE_cbdk,HINDI,23,0,11,11,0,0,4,5,2015,834,VIGHNAHARTA GANESH,2022.0,MYTHOLOGICAL/COSTUME DRAMAS,Shemaroo TV,39.494470774091624,0.66,1.66
2Az7rEMb7LI,HINDI,5,0,11,11,0,0,3,6,2212,854,APNA TIME BHI AAYEGA,2021.0,DRAMA/SOAP,Zee TV/Zee Anmol,43.196073084265066,0.87,2.01
2TJtINCpwIU,HINDI,0,0,10,10,0,0,3,6,1162,416,RADHAKRISHN,2022.0,MYTHOLOGICAL/COSTUME DRAMAS,STAR Utsav,43.80714879467997,1.16,2.64
3CnbUi9xnEA,HINDI,2,0,10,10,0,0,1,5,1600,584,KITANI MOHABBAT HAI,2019.0,DRAMA/SOAP,Dangal,51.8232044198895,1.15,2.23
3QYhzflnspQ,HINDI,1,0,9,9,0,0,3,4,763,247,Teri Meri Ikk Jindri,2021.0,DRAMA/SOAP,Zee TV,36.90275435637999,0.83,2.23
3w-X_yGYuNo,HINDI,2,0,18,17,0,0,1,9,1700,667,RAAVI,2019.0,DRAMA/SOAP,Big Magic,32.82700421940928,0.7,2.13
3ycr-osW5VY,HINDI,3,0,15,15,0,0,5,10,1589,688,MAHABHARAT,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,61.5470538955599,3.24,5.26
4wXTPAzv0Gg,HINDI,14,0,13,13,0,0,4,6,1817,836,UTTAR RAMAYAN/LUV KUSH,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD National,60.03649635036496,6.28,10.46
4xFD3114joQ,HINDI,0,0,7,5,0,0,1,5,9,1,MANN SUNDAR,2022.0,DRAMA/SOAP,Dangal,53.062360801781736,0.58,1.09
507AxIhSmVI,HINDI,0,0,3,1,2,0,2,1,14,3,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
51JxIi5mnio,HINDI,1,0,6,5,1,0,1,4,807,317,RADHAKRISHN,2022.0,MYTHOLOGICAL/COSTUME DRAMAS,STAR Utsav,43.80714879467997,1.16,2.64
5Piszf1l-0E,HINDI,0,0,18,15,1,0,2,7,24,3,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
5dhBqSuArc4,HINDI,4,0,21,18,3,0,3,5,1253,453,KITANI MOHABBAT HAI,2019.0,DRAMA/SOAP,Dangal,51.8232044198895,1.15,2.23
5fOOCItAunU,HINDI,4,0,11,11,0,0,3,6,2755,1089,NAAGIN,2021.0,DRAMA/SOAP,Colors,36.641645815957745,0.92,2.51
6BXxOTVIdKg,HINDI,0,0,6,6,0,0,1,1,22,9,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
6IXCbI5ElAQ,HINDI,2,0,11,11,0,0,2,8,2258,954,GANGA,2018.0,DRAMA/SOAP,Zee Anmol,27.94583693460098,0.61,2.17
6KFH1yWHM34,HINDI,2,0,11,11,0,0,4,6,1090,401,RADHAKRISHN,2018.0,MYTHOLOGICAL/COSTUME DRAMAS,STAR Utsav,25.01405283867341,0.78,3.13
79YuCjfG5N8,HINDI,0,0,4,4,0,0,2,1,3,0,MANN SUNDAR,2022.0,DRAMA/SOAP,Dangal,53.062360801781736,0.58,1.09
7RtuHhhuPfc,HINDI,6,0,25,25,0,0,8,14,1835,781,VISHNU PURAN,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,35.12630014858841,0.96,2.09
8BihS5JcIQk,HINDI,5,0,13,13,0,0,1,9,2850,1080,GUDDAN TUMSE NAA HO PAYEGA,2018.0,DRAMA/SOAP,Zee TV,31.329639889196677,0.82,2.62
8GYwv7jTI08,HINDI,5,0,19,19,0,0,4,8,2165,871,BAALVEER RETURNS,2020.0,CHILDRENS PROGRAM,Sony Pal,97.45996686913307,0.94,1.79
92_NW8Axcgc,HINDI,2,0,11,11,0,0,1,9,2183,852,GANGA,2018.0,DRAMA/SOAP,Zee Anmol,27.94583693460098,0.61,2.17
9HcmSLHNVoI,HINDI,1,0,9,9,0,0,0,5,2262,913,APNA TIME BHI AAYEGA,2021.0,DRAMA/SOAP,Zee TV/Zee Anmol,43.196073084265066,0.87,2.01
A1ik-wfNYJU,HINDI,2,0,10,10,0,0,2,5,1403,567,UTTAR RAMAYAN/LUV KUSH,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD National,60.03649635036496,6.28,10.46
AIsfEgaz__c,HINDI,0,0,18,16,1,0,1,9,27,3,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
AQN-__OLpjM,HINDI,3,0,10,9,0,1,1,7,3478,1234,KUMKUM BHAGYA,2018.0,DRAMA/SOAP,Zee Anmol,32.798527091004736,0.77,2.36
AoOHCYmw4to,HINDI,4,0,11,11,0,0,2,4,2293,1042,BAALVEER RETURNS,2020.0,CHILDRENS PROGRAM,Sony Pal,97.45996686913307,0.94,1.79
BJmUyuskgmI,HINDI,4,0,19,19,0,0,7,11,1733,735,MAHABHARAT,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,61.5470538955599,3.24,5.26
Bi7x1nCN4FI,HINDI,6,0,8,8,0,0,5,3,1875,816,SHRI KRISHNA/ KRISHNA,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD National,57.92805755395683,1.08,1.86
C0f0n86cH4w,HINDI,4,0,11,11,0,0,3,4,4097,1570,NAAGIN,2018.0,DRAMA/SOAP,Colors,23.143438453713124,0.77,3.31
CLvkI4goonA,HINDI,6,0,15,15,0,0,3,9,3070,1197,KUNDALI BHAGYA,2018.0,DRAMA/SOAP,Zee TV,13.229665071770334,0.65,4.9
CZG-mlZcM48,HINDI,9,0,21,20,1,0,3,9,3203,1322,CIF,2019.0,ACTION/THRILLER,Dangal,33.609500138083405,0.67,1.99
CgIvlUe1THk,HINDI,0,0,5,3,2,0,0,2,7,3,MANN SUNDAR,2022.0,DRAMA/SOAP,Dangal,53.062360801781736,0.58,1.09
Dba6srAlI1w,HINDI,2,0,8,8,0,0,1,6,2210,868,APNA TIME BHI AAYEGA,2021.0,DRAMA/SOAP,Zee TV/Zee Anmol,43.196073084265066,0.87,2.01
Dv7XqCWJhuI,HINDI,0,0,15,10,3,0,0,4,72,20,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
E6qaVay905Q,HINDI,8,0,12,12,0,0,5,4,1781,693,Dwarkadheesh Bhagwaan Shree Krishn - Sarvkala Sampann,2019.0,MYTHOLOGICAL/COSTUME DRAMAS,Dangal,51.30483064963909,0.95,1.85
E86Mm8VKSH8,HINDI,2,0,0,0,0,0,0,0,1670,668,RAAVI,2019.0,DRAMA/SOAP,Big Magic,32.82700421940928,0.7,2.13
G1mA22I-jac,HINDI,2,0,14,14,0,0,1,6,1756,677,KITANI MOHABBAT HAI,2019.0,DRAMA/SOAP,Dangal,51.8232044198895,1.15,2.23
GuLN0reMS70,HINDI,6,0,8,8,0,0,1,5,2529,884,KUNDALI BHAGYA,2021.0,DRAMA/SOAP,Zee TV,38.43169853144916,0.87,2.24
H_rw54-a3qc,HINDI,6,0,15,15,0,0,6,5,2027,933,UTTAR RAMAYAN/LUV KUSH,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD National,60.03649635036496,6.28,10.46
Hk1CZ-edQD4,HINDI,3,0,10,8,2,0,3,6,2741,995,KUMKUM BHAGYA,2018.0,DRAMA/SOAP,Zee Anmol,32.798527091004736,0.77,2.36
HoDcUXb_w7c,HINDI,3,0,13,13,0,0,1,6,1957,720,GUDDAN TUMSE NAA HO PAYEGA,2018.0,DRAMA/SOAP,Zee TV,31.329639889196677,0.82,2.62
IEK5v_ihcdc,HINDI,1,0,9,9,0,0,0,5,1865,674,Teri Meri Ikk Jindri,2021.0,DRAMA/SOAP,Zee TV,36.90275435637999,0.83,2.23
Iy0v0_p1bVY,HINDI,5,0,16,16,0,0,2,10,1629,688,EK HAZARON MEIN MERI BEHNA HAI,2018.0,DRAMA/SOAP,STAR Utsav,31.236203090507725,0.61,1.96
J0UW868OG6M,HINDI,1,0,8,8,0,0,2,5,1570,614,KARMAPHAL DAATA SHANI,2018.0,MYTHOLOGICAL/COSTUME DRAMAS,Colors,43.22946175637394,0.62,1.42
JRM9U51kNXU,HINDI,3,0,12,12,0,0,1,8,1692,623,SHAKTI-ASTITVA KE EHSAAS KI,2018.0,DRAMA/SOAP,Colors,41.52510381275953,0.62,1.49
JafGvYovJYw,HINDI,9,0,12,12,0,0,3,7,1281,548,VIGHNAHARTA GANESH,2022.0,MYTHOLOGICAL/COSTUME DRAMAS,Shemaroo TV,39.494470774091624,0.66,1.66
K6y1oB_YPnI,HINDI,3,0,14,14,0,0,4,7,1807,679,SHAKTI-ASTITVA KE EHSAAS KI,2018.0,DRAMA/SOAP,Colors,41.52510381275953,0.62,1.49
LVM764WmMDI,HINDI,1,0,13,13,0,0,5,4,1266,498,KARMAPHAL DAATA SHANI,2018.0,MYTHOLOGICAL/COSTUME DRAMAS,Colors,43.22946175637394,0.62,1.42
LgyFdfwbews,HINDI,3,0,9,9,0,0,3,4,2445,906,KUNDALI BHAGYA,2021.0,DRAMA/SOAP,Zee TV,38.43169853144916,0.87,2.24
McRSGIHIVwE,HINDI,4,0,18,18,0,0,7,6,1804,748,VIGHNAHARTA GANESH,2022.0,MYTHOLOGICAL/COSTUME DRAMAS,Shemaroo TV,39.494470774091624,0.66,1.66
N70ONoHQEM0,HINDI,6,0,11,11,0,0,1,8,2742,1001,APNA TIME BHI AAYEGA,2021.0,DRAMA/SOAP,Zee TV/Zee Anmol,43.196073084265066,0.87,2.01
NAJn0ETuBd0,HINDI,0,0,4,4,0,0,2,1,6,2,MANN SUNDAR,2022.0,DRAMA/SOAP,Dangal,53.062360801781736,0.58,1.09
NKCX-QSAo_I,HINDI,1,0,16,16,0,0,3,5,1316,513,KARMAPHAL DAATA SHANI,2018.0,MYTHOLOGICAL/COSTUME DRAMAS,Colors,43.22946175637394,0.62,1.42
NW5NC4z-mac,HINDI,4,0,14,14,0,0,3,7,2782,1123,PYAAR KI LUKA CHUPPI,2019.0,DRAMA/SOAP,Dangal,46.27867935086738,0.7,1.52
O5gO3eVVvkk,HINDI,4,0,11,11,0,0,4,4,2694,1049,NAAGIN,2021.0,DRAMA/SOAP,Colors,36.641645815957745,0.92,2.51
OWYC9DNXKVI,HINDI,3,0,18,17,1,0,3,9,1718,601,Teri Meri Ikk Jindri,2021.0,DRAMA/SOAP,Zee TV,36.90275435637999,0.83,2.23
P4DV19FFy5o,HINDI,1,0,7,7,0,0,3,3,1774,797,Dwarkadheesh Bhagwaan Shree Krishn - Sarvkala Sampann,2019.0,MYTHOLOGICAL/COSTUME DRAMAS,Dangal,51.30483064963909,0.95,1.85
P6MrtgoTATs,HINDI,4,0,32,31,0,1,4,17,1447,564,EK HAZARON MEIN MERI BEHNA HAI,2018.0,DRAMA/SOAP,STAR Utsav,31.236203090507725,0.61,1.96
PD8K2igl8O4,HINDI,0,0,6,6,0,0,0,5,23,1,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
Pq6pvDgTDsU,HINDI,0,0,28,27,0,0,4,16,33,11,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
QdAQRA_oa10,HINDI,2,0,15,14,0,0,0,7,1618,606,RAAVI,2019.0,DRAMA/SOAP,Big Magic,32.82700421940928,0.7,2.13
R5rX4I68ffQ,HINDI,2,0,19,17,0,0,3,12,3068,1190,KUNDALI BHAGYA,2018.0,DRAMA/SOAP,Zee TV,13.229665071770334,0.65,4.9
R6z7D-3rt1s,HINDI,2,0,10,10,0,0,6,3,2304,965,VISHNU PURAN,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,35.12630014858841,0.96,2.09
RCvOP2nBrmw,HINDI,3,0,13,12,1,0,1,8,1575,606,GUDDAN TUMSE NAA HO PAYEGA,2018.0,DRAMA/SOAP,Zee TV,31.329639889196677,0.82,2.62
RIlSM9N7-gs,HINDI,5,0,15,15,0,0,3,6,2116,856,EK HAZARON MEIN MERI BEHNA HAI,2018.0,DRAMA/SOAP,STAR Utsav,31.236203090507725,0.61,1.96
TRIrnDqtQjk,HINDI,1,0,15,15,0,0,6,8,1617,627,MAHABHARAT,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,61.5470538955599,3.24,5.26
TaodNKG74Ec,HINDI,3,0,11,11,0,0,2,5,2760,1111,NAAGIN,2018.0,DRAMA/SOAP,Colors,23.143438453713124,0.77,3.31
U-XNxApz1Lc,HINDI,0,0,0,0,0,0,0,0,5,3,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
U31n_VJJQLE,HINDI,1,0,10,10,0,0,1,5,773,311,RADHAKRISHN,2018.0,MYTHOLOGICAL/COSTUME DRAMAS,STAR Utsav,25.01405283867341,0.78,3.13
UA69ayOaN-I,HINDI,0,0,4,4,0,0,0,4,9,1,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
UJJH-vFtdkQ,HINDI,3,0,5,4,1,0,0,2,622,215,Teri Meri Ikk Jindri,2021.0,DRAMA/SOAP,Zee TV,36.90275435637999,0.83,2.23
UhvGlZIBmU4,HINDI,0,0,0,0,0,0,0,0,5,2,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
Ui7pJL-7Ic0,HINDI,6,0,13,12,1,0,2,7,2865,1089,KUCH TO HAI NAAGIN EK NAYE RANG MEIN,2021.0,DRAMA/SOAP,Colors,35.11552928533047,0.83,2.37
UzmZXYPQQTE,HINDI,1,0,10,10,0,0,1,7,830,336,RADHAKRISHN,2018.0,MYTHOLOGICAL/COSTUME DRAMAS,STAR Utsav,25.01405283867341,0.78,3.13
Uztzl9khhrY,HINDI,0,0,0,0,0,0,0,0,1,0,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
V-cgPpX1pj0,HINDI,1,0,16,15,0,0,3,9,2513,955,KUMKUM BHAGYA,2018.0,DRAMA/SOAP,Zee Anmol,32.798527091004736,0.77,2.36
VSxIhtbr9b8,HINDI,8,0,10,10,0,0,2,5,2116,966,SHRI KRISHNA/ KRISHNA,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD National,57.92805755395683,1.08,1.86
VnK3GkfiBu0,HINDI,16,0,13,12,0,0,2,6,3551,1386,KUMKUM BHAGYA,2018.0,DRAMA/SOAP,Zee Anmol,32.798527091004736,0.77,2.36
W6ZJZOCtNs4,HINDI,1,0,16,15,0,0,4,6,1647,590,SHAKTI-ASTITVA KE EHSAAS KI,2018.0,DRAMA/SOAP,Colors,41.52510381275953,0.62,1.49
W7oHc89eGB4,HINDI,3,0,11,11,0,0,2,6,1911,770,GANGA,2018.0,DRAMA/SOAP,Zee Anmol,27.94583693460098,0.61,2.17
Wb7FKaT-q14,HINDI,1,0,6,6,0,0,1,3,228,54,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
XLiY6ttVLts,HINDI,3,0,10,10,0,0,0,5,2785,1134,PYAAR KI LUKA CHUPPI,2019.0,DRAMA/SOAP,Dangal,46.27867935086738,0.7,1.52
XiskDUXaaIU,HINDI,3,0,10,10,0,0,3,4,833,329,PHIR LAUT AAYI NAAGIN,2019.0,DRAMA/SOAP,Dangal,49.3542953396968,0.89,1.8
XpuTbOqlxOI,HINDI,1,0,11,11,0,0,3,5,1621,562,KITANI MOHABBAT HAI,2019.0,DRAMA/SOAP,Dangal,51.8232044198895,1.15,2.23
YDIzqB5TYKs,HINDI,0,0,0,0,0,0,0,0,902,342,RADHAKRISHN,2022.0,MYTHOLOGICAL/COSTUME DRAMAS,STAR Utsav,43.80714879467997,1.16,2.64
YT2ZprTiMmQ,HINDI,5,0,16,14,2,0,4,8,3044,1168,KUCH TO HAI NAAGIN EK NAYE RANG MEIN,2021.0,DRAMA/SOAP,Colors,35.11552928533047,0.83,2.37
Z3kOM3TCyxA,HINDI,4,0,18,18,0,0,4,8,2404,860,PARICHAY,2018.0,DRAMA/SOAP,Colors Rishtey,36.394686907020876,0.63,1.73
ZThd2Krro84,HINDI,4,0,14,14,0,0,5,6,1916,907,BAALVEER RETURNS,2020.0,CHILDRENS PROGRAM,Sony Pal,97.45996686913307,0.94,1.79
_KhUT-f8b4M,HINDI,5,0,13,13,0,0,4,5,1406,524,Teri Meri Ikk Jindri,2021.0,DRAMA/SOAP,Zee TV,36.90275435637999,0.83,2.23
a6CVTxqhUFo,HINDI,3,0,10,9,1,0,0,6,2800,975,KUCH TO HAI NAAGIN EK NAYE RANG MEIN,2021.0,DRAMA/SOAP,Colors,35.11552928533047,0.83,2.37
agE5LdFur5A,HINDI,2,0,27,27,0,0,12,14,1005,415,MAHABHARAT,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,61.5470538955599,3.24,5.26
ayfYf6aMy2M,HINDI,4,0,10,10,0,0,4,4,2230,845,GUDDAN TUMSE NAA HO PAYEGA,2018.0,DRAMA/SOAP,Zee TV,31.329639889196677,0.82,2.62
b-GlqCI0Csk,HINDI,10,0,10,10,0,0,3,4,2534,1099,UTTAR RAMAYAN/LUV KUSH,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD National,60.03649635036496,6.28,10.46
bTucaYr3HwA,HINDI,2,0,14,14,0,0,7,5,1642,727,VISHNU PURAN,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,35.12630014858841,0.96,2.09
cNqNF2V8q84,HINDI,2,0,14,14,0,0,5,8,2635,960,KUNDALI BHAGYA,2018.0,DRAMA/SOAP,Zee TV,13.229665071770334,0.65,4.9
caqE4Q3RLz4,HINDI,3,0,11,11,0,0,2,6,2944,1031,KUNDALI BHAGYA,2021.0,DRAMA/SOAP,Zee TV,38.43169853144916,0.87,2.24
ceaZ0ztCoFw,HINDI,0,0,8,7,0,0,3,3,22,6,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
ceudNrU3fpU,HINDI,3,0,12,11,1,0,2,7,1570,606,EK HAZARON MEIN MERI BEHNA HAI,2018.0,DRAMA/SOAP,STAR Utsav,31.236203090507725,0.61,1.96
cjNdEtnOHys,HINDI,0,0,5,3,2,0,1,1,12,2,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
cx5B-RTPTOM,HINDI,2,0,15,15,0,0,4,6,2009,736,KUNDALI BHAGYA,2018.0,DRAMA/SOAP,Zee TV,13.229665071770334,0.65,4.9
cygYV6BVmWY,HINDI,7,0,15,15,0,0,5,5,1856,843,Dwarkadheesh Bhagwaan Shree Krishn - Sarvkala Sampann,2019.0,MYTHOLOGICAL/COSTUME DRAMAS,Dangal,51.30483064963909,0.95,1.85
dKRCjcw1B0Q,HINDI,4,0,8,7,0,1,1,5,2489,873,KUMKUM BHAGYA,2018.0,DRAMA/SOAP,Zee Anmol,32.798527091004736,0.77,2.36
dWlW609PvTY,HINDI,0,0,5,2,3,0,1,3,11,2,MANN SUNDAR,2022.0,DRAMA/SOAP,Dangal,53.062360801781736,0.58,1.09
f2pSGxmh0Jg,HINDI,0,0,5,4,1,0,0,3,7,2,MANN SUNDAR,2022.0,DRAMA/SOAP,Dangal,53.062360801781736,0.58,1.09
fZdguiGcgfw,HINDI,3,0,11,10,0,0,5,5,1127,459,KITANI MOHABBAT HAI,2019.0,DRAMA/SOAP,Dangal,51.8232044198895,1.15,2.23
g01QXsqvgo4,HINDI,0,0,0,0,0,0,0,0,15,4,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
gGHZEkcK_x8,HINDI,4,0,8,8,0,0,1,2,2235,753,KUNDALI BHAGYA,2021.0,DRAMA/SOAP,Zee TV,38.43169853144916,0.87,2.24
gVoDL4QE_ZU,HINDI,0,0,6,6,0,0,2,3,473,185,VIGHNAHARTA GANESH,2022.0,MYTHOLOGICAL/COSTUME DRAMAS,Shemaroo TV,39.494470774091624,0.66,1.66
h88tubMv2uw,HINDI,3,0,12,12,0,0,0,8,2288,889,PHIR LAUT AAYI NAAGIN,2019.0,DRAMA/SOAP,Dangal,49.3542953396968,0.89,1.8
hLGDwmg7hEc,HINDI,1,0,0,0,0,0,0,0,2050,855,GUDDAN TUMSE NAA HO PAYEGA,2018.0,DRAMA/SOAP,Zee TV,31.329639889196677,0.82,2.62
hw2wRqmIXKI,HINDI,4,0,13,13,0,0,1,4,2628,983,NAAGIN,2021.0,DRAMA/SOAP,Colors,36.641645815957745,0.92,2.51
i3CjClUHRzI,HINDI,4,0,11,11,0,0,1,7,3754,1510,NAAGIN,2019.0,DRAMA/SOAP,Colors,36.96868008948546,0.74,2.01
